text_hash,semantic_seat_level,semantic_row_position,semantic_winning_route,semantic_name_status,semantic_identity_check,semantic_distribution_type,semantic_visibility,semantic_is_fc_early,semantic_is_random,semantic_source,semantic_schema_version
2d64c573240be71e831438a9fa8550e76bb9f3fc892fa8f24b759b08e33e923a,不明,不明,不明,名義変更可,確認あり,不明,不明,1,0,qwen15_reused,target_free_semantic_v1
2d6f1cd2565beffdb4b72aa59f51b32a523e39b1889238475598313fe994be88,不明,不明,不明,不明,不明,不明,不明,0,0,qwen_semantic_compact,target_free_semantic_v1
2d7c2f4dc289a7813d4fce95398a450d460e3f7651312e648a3619fc54aba0d0,不明,不明,不明,本人名義,確認なし,同行,不明,1,0,qwen15_reused,target_free_semantic_v1
2d8c9ab4e5663918078fda918a9ca67ce7aae16996903eca81bc74bd5031b980,アリーナ,不明,復活,不明,不明,不明,不明,0,0,qwen_semantic_compact_recovered8,target_free_semantic_v1
2da13fe660acfeb22c8d49d308b422b870708d386af011fe04ecdf1391afeed1,不明,中列,FC初期,他人名義,確認なし,不明,不明,1,0,qwen_semantic_compact_recovered8,target_free_semantic_v1
2da28781fd929fe565f7e3bce1fbb18c5a23a66b6825b7c5e82d5ad0cbe30b4c,不明,前方,FC初期,本人名義,対応不可,同行,不明,1,0,qwen_semantic_compact_recovered8,target_free_semantic_v1
2da3668d2409503951b4716c3ccc4151897f7d0084236dfdc6b548916952a4bc,不明,不明,復活,不明,不明,不明,通常,0,0,qwen_semantic_compact_recovered8,target_free_semantic_v1
2da9c09155f36834bc88fe978c5a2e4ea018bc6fa9301f250ad205ac2c192112,不明,不明,FC初期,不明,確認あり,QR譲渡,通常,1,0,qwen15_reused,target_free_semantic_v1
2db213777975580c8eed7cdcd387fca61166725537e693dc7695d46619d12733,不明,不明,FC初期,名義変更可,不明,QR譲渡,不明,1,0,qwen15_reused,target_free_semantic_v1
2db4d0fe63393c2019ef343c81307d7f9198869c54378ba09de676ca77801d81,不明,不明,不明,不明,確認あり,同行,通常,1,0,qwen15_reused,target_free_semantic_v1
2dc13cec9239b8a0b4e1fdf4a9cc4b9077e1eef579695a2a5bc9c5ed60234506,スタンド,中列,FC初期,不明,対応不可,不明,不明,1,0,qwen_semantic_compact_recovered8,target_free_semantic_v1
2dc229821e46ed98fd2d221b8a0179b7e7be3452efdd022736e3213635897938,バルコニー,不明,不明,名義変更可,確認なし,不明,不明,0,0,qwen_semantic_compact_recovered8,target_free_semantic_v1
2dd6f641e65eadcd05715b2492ab6bc06f9cc535c40435b0afcfff3c2cd50a6a,バルコニー,中列,不明,男性名義,確認なし,不明,不明,0,0,qwen_semantic_compact_recovered8,target_free_semantic_v1
2dddfb1afe58b156fe315c89dd50c0485011069aa09576585114ae678115b692,不明,不明,不明,他人名義,不明,同行,不明,1,0,qwen15_reused,target_free_semantic_v1
2de512904d0cd091460cc2fbc199fc715e3f5a0222dd1e7260546f79e5668e2c,アリーナ,中列,復活,男性名義,確認なし,不明,不明,0,0,qwen_semantic_compact_recovered8,target_free_semantic_v1
2de7e95757d7edc3e1a3db724b2a9a4485ee092b694d5d35e765ffaebc3d2818,不明,不明,不明,不明,不明,不明,不明,0,1,qwen_semantic_compact,target_free_semantic_v1
2dec560bb515a5980bd220d92eb61c381d2d36f1987fcfe94316e94fcd106fcc,バルコニー,後方,制作開放,名義変更可,不明,不明,不明,0,0,qwen_semantic_compact_recovered8,target_free_semantic_v1
2df66f0f893845a8ba0defdefb467b6fbdd898ff4e5ed102de19e20c98571f71,不明,不明,不明,不明,確認なし,不明,不明,0,0,qwen15_reused,target_free_semantic_v1
2dfc27b60ea10099a381f7cd5d7f4e426849b3d328c20b0316bf8c110a7a7315,不明,不明,不明,他人名義,不明,不明,不明,0,0,qwen_semantic_compact_recovered8,target_free_semantic_v1
2e04e3e352eb0fabfa90dadd74796017bbf06782acfa0d87db0a687b14c2460d,不明,不明,不明,不明,不明,不明,不明,0,0,qwen_semantic_compact,target_free_semantic_v1
2e10166d3201202455e96cb3794aa6b91bcdccae7fde4e68b08888eeef2ae45a,不明,不明,不明,他人名義,不明,不明,不明,0,1,qwen15_reused,target_free_semantic_v1
2e134bd2e750261c81a8ad8b4beb66229857b97836a7c15922b401251b54e641,不明,不明,不明,他人名義,対応不可,不明,不明,0,0,qwen_semantic_compact_recovered8,target_free_semantic_v1
2e2aaf595f50f4e5979abafdb6d02f8f08112fdd5ec1b04006e5cb6f199ebab4,バルコニー,後方,復活,女性名義,確認なし,不明,不明,0,0,qwen_semantic_compact_recovered8,target_free_semantic_v1
2e2bccbc169895507837ffe4809cfb06719adfab515613282a21cdd2d7f79d00,バルコニー,不明,一般,不明,不明,同行,不明,0,0,qwen_semantic_compact_recovered8,target_free_semantic_v1
2e35863d273d93868f41b4b6c1045127cf45cfcd534607e43c3a64ddf1de5c96,不明,不明,不明,不明,不明,不明,不明,0,0,qwen_semantic_compact,target_free_semantic_v1
2e398e1e3681dcd499f07d4f5a6de723518cbc650f88dc23efbeb9420cf62c5d,スタンド,中列,復活,女性名義,確認なし,不明,不明,0,0,qwen_semantic_compact_recovered8,target_free_semantic_v1
2e3c67cc2d0960042974ffdbe70fd020e54d26256477b31a33691642f27e56d3,不明,不明,FC初期,不明,確認あり,QR譲渡,通常,1,0,qwen15_reused,target_free_semantic_v1
2e688e68d9e6511569ae76c3e1fa40431ba5e4b152ec925bc27e41533d465f7d,不明,不明,不明,不明,不明,ランダム,不明,0,1,qwen15_reused,target_free_semantic_v1
2e7262b7371a86717cb2c2f5f67f838f5119c69592cc5a9239d28aadd7908740,アリーナ,不明,不明,本人名義,不明,不明,不明,0,0,qwen_semantic_compact_recovered8,target_free_semantic_v1
2e7aea558dcdc212bdc189a3d3719eff3c26fe916efde4633ff4f9b7e94333a9,バルコニー,中列,不明,男性名義,確認なし,不明,不明,0,0,qwen_semantic_compact_recovered8,target_free_semantic_v1
2e829968488089be293b610da2b0e17d77a8f86b9aa4060842d206de4e70d753,バルコニー,前方,FC初期,不明,対応不可,同行,不明,1,0,qwen_semantic_compact_recovered8,target_free_semantic_v1
2e8383d0981f42e6751be3757b94021178531366eaafe97e47074c54e6b1b4e3,不明,不明,FC初期,他人名義,不明,不明,不明,1,0,qwen_semantic_compact_recovered8,target_free_semantic_v1
2e850ef4745f1ea8597f14c57b8134012c19ee93f50de1dcb5a8dd0ff22611c8,バルコニー,後方,復活,不明,確認なし,単独,不明,0,0,qwen_semantic_compact_recovered8,target_free_semantic_v1
2e98378d853fde0f15f536e98c66c8e9b62aa67fb2c4457eb9aa570c47a710a2,不明,不明,不明,不明,確認なし,ランダム,不明,0,1,qwen15_reused,target_free_semantic_v1
2e9fd163509d0a59da055d1b612bb4ac47dd12436a83271b359edce33ee378a3,スタンド,中列,復活,不明,確認あり,不明,不明,0,0,qwen_semantic_compact_recovered8,target_free_semantic_v1
2eb276237b7de1aa5d0cf477d9b647d3b320152cd4cc75c71381b14859193ce7,不明,不明,FC初期,名義変更可,確認あり,ランダム,不明,1,1,qwen15_reused,target_free_semantic_v1
2ec1ecc985f1898f85794a51a29e66e55a735a5824b578977fefef96aff55f87,立見,不明,FC初期,不明,不明,不明,不明,1,0,qwen_semantic_compact,target_free_semantic_v1
2ec3921d264b613bf3cc5ac2f01fad1e7719da867f08737d5eaf14a831b5089a,不明,不明,不明,不明,不明,ランダム,不明,0,1,qwen15_reused,target_free_semantic_v1
2ed24e724ad2f2c9611d4df05ce76354e2c55ca20bc04671465b53cb843c3798,不明,不明,FC初期,本人名義,不明,不明,不明,1,0,qwen_semantic_compact_recovered8,target_free_semantic_v1
2ed3f6e42f91516ac0dcdcd2960339db9a1bd17a4033a34913e0d09fd7d58473,不明,中列,不明,不明,不明,単独,不明,0,0,qwen_semantic_compact_recovered8,target_free_semantic_v1
2edd2d02a0f90d389b2b8ebaad999b4946958aef900d03eafcacbe6400ebd877,不明,後方,不明,他人名義,不明,不明,不明,0,0,qwen_semantic_compact_recovered8,target_free_semantic_v1
2eee4c4888f07f2a82256c50a4ba8cc4478e6afcc28ce67b1f6de81eb3a27025,不明,不明,不明,名義変更可,確認なし,番手選択,不明,1,0,qwen15_reused,target_free_semantic_v1
2eefda67583f7c41129c96e25bef5fd31b6f1f3c2432f27802cf21d188085bca,アリーナ,前方,制作開放,不明,対応不可,不明,不明,0,0,qwen_semantic_compact_recovered8,target_free_semantic_v1
2ef9d86fca2e2da50d961b08ed9a978ecb06d73d5e6a9501ef15fbe00f2cd03d,スタンド,前方,FC初期,本人名義,確認なし,同行,不明,1,0,qwen_semantic_compact_recovered8,target_free_semantic_v1
2efbe8532afc2a73fcceebb8526f61b506faa5fb098926da4924ea7138dc7646,不明,不明,FC初期,名義変更可,確認なし,QR譲渡,通常,1,0,qwen15_reused,target_free_semantic_v1
2efe769ae645bfbf045ace0e647cf3978742a1cc86fcd95546ad369c0b698192,不明,不明,不明,不明,対応不可,QR譲渡,通常,1,0,qwen15_reused,target_free_semantic_v1
2f38ff79b8fea76e7f2cd86cce7f7fe69b7c650ca018b9c28e1987448f7b53f5,不明,不明,復活,名義変更可,確認なし,不明,不明,0,0,qwen_semantic_compact_recovered8,target_free_semantic_v1
2f502161363e242631f424d26bfdb194cbe644bab3eab513843fc7a041cb886d,不明,不明,FC初期,本人名義,不明,QR譲渡,不明,1,0,qwen15_reused,target_free_semantic_v1
2f52c862506be64aa8dbe7c207ae2e1df3562e708b6ab6ce48e4f2bcf46c7f88,不明,不明,不明,不明,不明,ランダム,不明,0,1,qwen15_reused,target_free_semantic_v1
2f5778901e4f96a6c324521fc2d2cb57a014081fff275e40198ae43b2352b59e,不明,不明,不明,不明,不明,ランダム,不明,0,1,qwen15_reused,target_free_semantic_v1
2f585f26f421e2d3e50d83ec9105fe89ed88b5b83a8148061b0abba51d4fd6dc,不明,中列,不明,他人名義,不明,不明,不明,0,0,qwen_semantic_compact_recovered8,target_free_semantic_v1
2f7029c9ac00190df8d9bdc7e32240ad9da216e2f9c9c87f541137a5d5239276,スタンド,後方,FC初期,本人名義,確認あり,同行,不明,1,0,qwen_semantic_compact_recovered8,target_free_semantic_v1
2f74743b9fa848cd4666a18b8f81f7d256f093be5a3333e6fedc6a5a1261aeb1,アリーナ,中列,復活,他人名義,確認なし,不明,不明,0,0,qwen_semantic_compact_recovered8,target_free_semantic_v1
2f89e768afcdc664fe91506d3094b67dd34c6a03b93314302654fba3c82a12f5,バルコニー,中列,復活,女性名義,確認なし,不明,不明,0,0,qwen_semantic_compact_recovered8,target_free_semantic_v1
2f942d06759f7145025a4577e1d4624aa0ba067bf98bb43139a515386889db87,スタンド,不明,FC初期,不明,対応不可,同行,不明,1,0,qwen_semantic_compact_recovered8,target_free_semantic_v1
2f98bb5a30a007ab163bc06a3e29aa1d783d549b89dfb46cd9e8324934756e28,スタンド,中列,復活,名義変更可,確認なし,不明,通常,0,0,qwen_semantic_compact_recovered8,target_free_semantic_v1
2f99e21d5d19bbff67db1859e9b78025cc13372318102888e3a791c28c9f993d,スタンド,中列,不明,不明,確認なし,同行,不明,0,0,qwen_semantic_compact_recovered8,target_free_semantic_v1
2fa04989a6d64d43af805b6ac182390dec575bbc707b59b24324d5f8d05f4964,不明,不明,FC初期,名義変更可,不明,不明,注釈,1,0,qwen_semantic_compact_recovered8,target_free_semantic_v1
2fadaafd0043ae5d19161aec05f901ec90e0adbf047f4509f7ad3444dffc2944,スタンド,中列,復活,名義変更可,確認なし,QR譲渡,不明,0,0,qwen_semantic_compact_recovered8,target_free_semantic_v1
2fbbf7554685be91034ed50dd9fcbdccd3d8802be1a7d57b7fbac68b5089a4e5,バルコニー,不明,一般,不明,確認なし,不明,注釈,1,0,qwen_semantic_compact,target_free_semantic_v1
2fc324e3e6b7f0aa14c5dbede29d48860b9856682c6ac3dc37a6cb84b95dc39b,スタンド,中列,不明,男性名義,不明,不明,不明,0,0,qwen_semantic_compact_recovered8,target_free_semantic_v1
2fc6d6723817a0274cd6716c64e2bb7bb8c65a839c8a4f7669ea5f89f064896c,不明,不明,不明,不明,不明,不明,不明,0,0,qwen_semantic_compact,target_free_semantic_v1
2fe3294a490bd81bcd0d57a5df0d14a778bda027ea725bf3a27e58c427a74cec,スタンド,中列,FC初期,他人名義,確認なし,不明,不明,1,0,qwen_semantic_compact_recovered8,target_free_semantic_v1
2feb77547625be70cb00d46fe81e7f86c4535bbafdecc6ea319cfabd69b5df9e,不明,不明,不明,不明,不明,不明,不明,0,0,qwen_semantic_compact,target_free_semantic_v1
2ff9546d726c33b10ef0b721f1ebc5b54c18c93f3e86a12ea00ed49faa2ad113,不明,不明,FC初期,不明,確認なし,同行,通常,1,0,qwen15_reused,target_free_semantic_v1
3003aad62d17514f8e5e2c6058bdf982dcb1022e78bd3853311242801bbf80b4,アリーナ,不明,不明,他人名義,確認なし,不明,不明,0,0,qwen_semantic_compact_recovered8,target_free_semantic_v1
30096ba468e60a08505c5e59dc61fddd55c56a9e56a393efab025c921bd0c80a,バルコニー,不明,不明,不明,不明,不明,不明,0,0,qwen_semantic_compact_recovered8,target_free_semantic_v1
301673a1a32f1c2248836ac3c1192fc6fe0bb633628f870f7f7aba8cb3d3e68a,不明,不明,不明,不明,不明,不明,不明,1,0,qwen_semantic_compact,target_free_semantic_v1
302d99123b579ceaae0926a11c24d433a14af785ccb082b863a3dcbfe4aef4cb,不明,不明,不明,女性名義,不明,ランダム,不明,0,1,qwen15_reused,target_free_semantic_v1
303b1d1f675710a86b758d3fa3c00c258429d854c95c7569b8676e5cdc737e86,不明,不明,FC初期,他人名義,確認あり,番手選択,通常,1,0,qwen15_reused,target_free_semantic_v1
3055cb2ae977d910450fd993bd66e0e767f4b41b272bf2a3d7dcdb0c6a11147c,立見,不明,復活,不明,確認あり,不明,不明,0,0,qwen_semantic_compact_recovered8,target_free_semantic_v1
30711c4677c5f3f88b9ae50cc3e2ade0a1d0b988e37a1b9978b4d8785ea2d78f,スタンド,後方,FC初期,不明,対応不可,不明,不明,1,0,qwen_semantic_compact_recovered8,target_free_semantic_v1
3082f6f1663a5cb2f9ce305179c3c31d16b2a3a89a6f8e0eea6111b7b8bc20f8,バルコニー,不明,一般,不明,不明,不明,不明,1,0,qwen_semantic_compact,target_free_semantic_v1
30849696b168f311d50191dc5f9d183f74702b166553eddab8bbbcff9c675a09,不明,不明,FC初期,不明,不明,不明,不明,1,0,qwen_semantic_compact_recovered8,target_free_semantic_v1
30871cddbfee5b3dcb0709845b81fcb8fc359ced6dda46cdfcbdf371ba2a8c0d,不明,不明,FC初期,名義変更可,不明,ランダム,不明,0,1,qwen15_reused,target_free_semantic_v1
309205140323cdf0fdfd5841ad6414b41731c64f3f0dcfddf5ecfbedbacf5513,不明,不明,FC初期,女性名義,対応不可,不明,不明,1,0,qwen_semantic_compact_recovered8,target_free_semantic_v1
30923e85047d63cd960f8f2ada04b986b9978cb55dfee39e71fc30526a5904f4,バルコニー,不明,不明,他人名義,不明,不明,不明,0,0,qwen_semantic_compact_recovered8,target_free_semantic_v1
309c97996568d02eed42d6c19ed66e206ef553781e23d6e5670091dee913f2b7,不明,不明,不明,名義変更可,不明,ランダム,不明,0,1,qwen15_reused,target_free_semantic_v1
309ce3882db9daa89dec45289836e30c488707489231b5eb49f615ae95b52770,バルコニー,不明,一般,不明,不明,不明,不明,0,0,qwen_semantic_compact,target_free_semantic_v1
30a02df7aff5dcc9ef16a35597264ae41320294a977bb41bb5a699f51e7f5359,不明,最後列,不明,女性名義,確認あり,QR譲渡,不明,0,1,qwen_semantic_compact,target_free_semantic_v1
30a15dc86483dc525168c2e14092fc39a8e5ec8b8adb25f65406fa97a2e57353,スタンド,後方,FC初期,他人名義,確認なし,同行,不明,1,0,qwen_semantic_compact_recovered8,target_free_semantic_v1
30b0ec4184611ae77813873a78f4b5db945ea4f4ce73b6b18420c7d79eafcca7,不明,不明,FC初期,本人名義,不明,不明,不明,1,0,qwen_semantic_compact_recovered8,target_free_semantic_v1
30b4854afdda08882471f4b1bcab811350056767199d8f879701fee4fe1743a5,バルコニー,後方,復活,男性名義,不明,不明,不明,0,0,qwen_semantic_compact_recovered8,target_free_semantic_v1
30b738b12469459e0943682448e92034f3db412af9a92f2868b59af1dcd1eeea,バルコニー,中列,復活,男性名義,確認なし,不明,不明,0,0,qwen_semantic_compact_recovered8,target_free_semantic_v1
30bb6ab1903a93a4686d455c157bfdec4807a3ac611de5460b6b36e95e93924d,不明,不明,不明,不明,不明,単独,不明,0,0,qwen_semantic_compact_recovered8,target_free_semantic_v1
30c271a2204fb7a1a50a355b933eb33cdabcf1735f4bbf6795643e7d3f5a9be6,不明,不明,不明,不明,不明,不明,不明,0,0,qwen_semantic_compact,target_free_semantic_v1
30c369639ad5b0d82bcb1c9c20e38012eab606cb89f85dd5aeafb1f9031d73b5,不明,不明,不明,女性名義,不明,QR譲渡,不明,1,0,qwen15_reused,target_free_semantic_v1
30cdd0fb70be3d0660a3da0e53288dc50c685689fc1186a5ae61836d4b06ca17,スタンド,不明,FC初期,名義変更可,不明,不明,不明,0,0,qwen15_reused,target_free_semantic_v1
30d2b9c0c3186e51959cdae8713b4b782efde900958983342c6866f81367aa35,バルコニー,後方,FC初期,本人名義,対応可,不明,不明,1,0,qwen_semantic_compact_recovered8,target_free_semantic_v1
30d5dba559e8ea88467eae72439e996b2b5635a4c7260893c2c491abffba566e,不明,不明,不明,名義変更可,確認あり,番手選択,通常,1,0,qwen15_reused,target_free_semantic_v1
30e452d8b4120e4a29de454a90abb846210cc57caa5c984d915f5ce734c2be63,不明,不明,不明,他人名義,確認なし,同行,不明,1,0,qwen15_reused,target_free_semantic_v1
30e72d86a283fdb2627ac97298b098d0c91c27ef0fade502e36264429841121e,不明,不明,不明,不明,不明,不明,不明,0,0,qwen_semantic_compact,target_free_semantic_v1
30e88b815c1686b62a2eee6d2e0765d103ff2aacc37319f0397df6bd767157f0,不明,不明,FC初期,不明,不明,不明,不明,1,0,qwen_semantic_compact_recovered8,target_free_semantic_v1
30ea331ba92fdbdeee616e2193206610763251efbe1b5c2f16dfd1606ec55e78,不明,不明,不明,名義変更可,確認あり,不明,通常,0,0,qwen15_reused,target_free_semantic_v1
30eca5b95cad13666cce594239e9aaf0cd9ea768fa3fca3910556491814c9363,不明,不明,不明,不明,不明,不明,不明,0,0,qwen_semantic_compact,target_free_semantic_v1
311215d4d2d50b43fec7f40bc0ea574ff20f6239f3ac815f5cfd015450aac107,不明,不明,不明,不明,不明,不明,通常,0,0,qwen15_reused,target_free_semantic_v1
311f5512fd8851e8521592c24fda6c9f4ac3522cdb9a6c72f9ac7730e85f828d,不明,不明,復活,女性名義,確認なし,不明,不明,0,0,qwen_semantic_compact_recovered8,target_free_semantic_v1
3121b0a459690878feaf9a2e78e702ace9ed29c1334c30d99f834b63270250a5,不明,不明,不明,他人名義,確認あり,同行,不明,0,0,qwen_semantic_compact_recovered8,target_free_semantic_v1
3122d24e6566ed3d116675f370d6f4a85bf3c218367d2ec75a47331c4c8c3b3a,不明,中列,FC初期,他人名義,確認なし,不明,不明,1,0,qwen_semantic_compact_recovered8,target_free_semantic_v1
3134adb4a16ea5af93c6c5d1d09f5d024ae62ba5cd58de5b31c50871dc6d3e80,不明,不明,不明,不明,不明,不明,不明,1,0,qwen_semantic_compact,target_free_semantic_v1
313a95a6790e4580e5f712dc5a43c0adef1acdc31c01a36a002ab5b4dbfe8a5b,不明,不明,不明,不明,不明,ランダム,不明,0,0,qwen15_reused,target_free_semantic_v1
31592ae60a96685181d591b15fb14d91fd29dd0ce473d18c53c1375ef2683dc3,不明,不明,不明,他人名義,対応可,同行,不明,0,0,qwen15_reused,target_free_semantic_v1
318102cc008a0c7571b5915b29d4224b59815e6f7dd276609af152f71d808968,不明,不明,不明,不明,不明,ランダム,不明,0,0,qwen15_reused,target_free_semantic_v1
3198a3050a310dde23bdeb83eac76c20e487e0cae5468ef1cbdf61e1b03301c3,スタンド,中列,復活,不明,確認なし,不明,不明,0,0,qwen_semantic_compact_recovered8,target_free_semantic_v1
319a594a0b94cdd333b5d434b44c8e5a24562a9275e951c0410481537711aef0,バルコニー,後方,復活,男性名義,確認なし,不明,不明,0,0,qwen_semantic_compact_recovered8,target_free_semantic_v1
319f17f86b887395667afccc43206d9e098393d3d0c4d55a05ce192160e5f165,不明,不明,不明,他人名義,不明,不明,不明,1,0,qwen15_reused,target_free_semantic_v1
31b0ea15e2f616faad22fabfc918f7df3d06d8070fceab4f15589b765c7b6f6b,不明,不明,不明,不明,不明,ランダム,不明,0,1,qwen15_reused,target_free_semantic_v1
31b693333c219efc74d74a2cbc6551b44121888ade91e3dc33c3658f252d04ca,バルコニー,中列,FC初期,他人名義,確認なし,不明,不明,1,0,qwen_semantic_compact_recovered8,target_free_semantic_v1
31c641bd25d770250ab3293fc5226f65388c94ccf41464f8ff220bed1aaccbc6,バルコニー,後方,FC初期,名義変更可,確認なし,不明,不明,1,0,qwen_semantic_compact_recovered8,target_free_semantic_v1
31c90765dcd2163c111bf34c5ca07069a4dd6ac297110c3015d2fb450c5e727c,不明,不明,不明,他人名義,確認あり,同行,不明,1,0,qwen15_reused,target_free_semantic_v1
31cbdd2bc1cb6294b375b4c64ac94eb385cf0a240f9a1e55c333b3760c5bda8e,不明,不明,不明,不明,対応可,不明,不明,0,0,qwen_semantic_compact_recovered8,target_free_semantic_v1
31cda8164728229a33af3fd5f7375ca5b2e9123a06dc2018eaf2e2724700a4c9,不明,不明,不明,不明,不明,不明,通常,1,0,qwen15_reused,target_free_semantic_v1
31d66b0a26cfc0a799192ec66c0f8908d4223216881b728de7e6fc745c5ba11e,不明,不明,FC初期,本人名義,確認あり,ランダム,通常,1,0,qwen15_reused,target_free_semantic_v1
31e238dbda3d669ea7933285dffd857787a8221186094f1de745c354a2dd4b70,不明,不明,FC初期,女性名義,不明,不明,通常,1,0,qwen15_reused,target_free_semantic_v1
31e3abe747bc0cf91a228286787a0a0d5bb1d82eb89225fd6bd4f1f9c555634d,不明,不明,復活,不明,不明,不明,通常,0,0,qwen_semantic_compact_recovered8,target_free_semantic_v1
31e9779f291b8ee5bf4806f29b2c6631907e192f2bcddc44d87aea3988c808be,不明,不明,FC初期,不明,不明,不明,不明,1,0,qwen_semantic_compact_recovered8,target_free_semantic_v1
31f36ab60781132e562c714af45cf63d80b552bfa0efbfd45507bb4fbfe25ab9,不明,前方,不明,女性名義,確認なし,同行,不明,0,0,qwen_semantic_compact_recovered8,target_free_semantic_v1
31fbc8e035e828360ec1feaafb4f33af5ef43268854f515ea4a4f44945cdec5f,不明,不明,FC初期,不明,不明,番手選択,不明,0,0,qwen15_reused,target_free_semantic_v1
3201f6df6c4149e1d0a18ddce08a67cc25fe840b8dd3dc8950db99ca80d27dcb,不明,不明,不明,名義変更可,不明,ランダム,不明,0,1,qwen15_reused,target_free_semantic_v1
3202107ac5da0728c653c0ff49a532a4f80b290dc7e28b477bba684e4ef30f4b,不明,不明,FC初期,他人名義,確認あり,同行,通常,1,0,qwen15_reused,target_free_semantic_v1
320b4cc09aa8219655b3537f3b39268b2723dd83a03fa8d445f1b9515530f3ab,不明,不明,FC初期,他人名義,確認なし,不明,不明,1,0,qwen_semantic_compact_recovered8,target_free_semantic_v1
320dd31b194972e09524098823a3de8ed1cef584f854db02f52e9936a2e9516e,バルコニー,前方,制作開放,名義変更可,不明,同行,不明,0,0,qwen_semantic_compact_recovered8,target_free_semantic_v1
321950bd20523c7cb1da29b21b6dd0f9a50f0fea682331886e363886fbe8307c,不明,不明,FC初期,不明,不明,不明,不明,1,0,qwen_semantic_compact_recovered8,target_free_semantic_v1
3221329c422dc919fce8a1bf70f2eea0c2bf5b7a4c2c506303a851cf66239fd5,立見,不明,FC初期,不明,確認あり,不明,不明,1,0,qwen_semantic_compact_recovered8,target_free_semantic_v1
32215ed743e3b530c94e3b23bcfc6314f6109ef76a25655eafbd57bfd8bdaaea,不明,不明,不明,名義変更可,不明,不明,不明,1,0,qwen15_reused,target_free_semantic_v1
3235cd9fc1402b6e29d77a909caba8d8b56c6fdb50108274241fcd93af44158e,スタンド,中列,FC初期,不明,確認なし,不明,見切れ,1,0,qwen_semantic_compact,target_free_semantic_v1
323d330851bb44b483c0af02aae48b1843f954b88cc29907bf9ff2d6fb237343,不明,中列,不明,不明,不明,単独,不明,0,0,qwen_semantic_compact_recovered8,target_free_semantic_v1
324310bcae65d47953fccc204c51b3ef2ee299a189352037219ecd902a01e7e7,バルコニー,中列,FC初期,不明,確認なし,不明,不明,1,0,qwen_semantic_compact_recovered8,target_free_semantic_v1
3249875d4e4cf3a4cc012a7d3f03d19013c6241d90b7a24cbd1386ad52302e41,不明,不明,FC初期,不明,不明,不明,不明,1,0,qwen15_reused,target_free_semantic_v1
3253225d2608e38c99d27b16f8eb4928b2128b155ba08df686fa7d8ec4ba20ba,不明,不明,不明,不明,確認なし,ランダム,不明,0,0,qwen15_reused,target_free_semantic_v1
3258aba4f0902076eb763b90c78d3cadb93b2d6a99e7f43012e4c21c33be2583,不明,不明,FC初期,他人名義,確認あり,同行,通常,1,0,qwen15_reused,target_free_semantic_v1
325c3e5d1c4b616e01a62dfb4146c6bc132993e58a7155c78bb0a70066af6299,バルコニー,中列,FC初期,本人名義,確認なし,不明,不明,1,0,qwen_semantic_compact,target_free_semantic_v1
326753dc21958e9540d9b2f77f62a18d95e792093462aa3d4f06c8226e7a6864,不明,不明,不明,不明,不明,不明,不明,0,0,qwen_semantic_compact_recovered8,target_free_semantic_v1
326a43ebf25aacda751020f3380846ef72629e44fe91792196a8c2c9afd3de19,バルコニー,中列,復活,他人名義,確認なし,不明,不明,0,0,qwen_semantic_compact_recovered8,target_free_semantic_v1
328c5738026771848b5a0a628a0bc60e37f39df46e3ff28ec6c8cfcdf1b01b95,不明,不明,不明,不明,不明,不明,不明,0,0,qwen_semantic_compact,target_free_semantic_v1
328ea52fcdf7ad30d6f35d46e7770286a9385a5c3baa914e14e5524c5e9dca98,スタンド,後方,FC初期,不明,確認なし,不明,不明,1,0,qwen_semantic_compact_recovered8,target_free_semantic_v1
329534cb3f2f91350875a0eddfa2181dae05bf3ffcb780b36fec17ad7e8b7e6e,アリーナ,不明,FC初期,不明,不明,不明,通常,1,0,qwen_semantic_compact_recovered8,target_free_semantic_v1
32972013d32ab417d5474ee74282974b1f99c0c14ea1dea149498aea7438749b,不明,不明,不明,名義変更可,不明,QR譲渡,不明,0,0,qwen_semantic_compact_recovered8,target_free_semantic_v1
32978d875c179b23347199e27eba6c6ee5558e316753d9a96d9507494e654638,アリーナ,不明,復活,不明,確認なし,不明,不明,0,0,qwen_semantic_compact_recovered8,target_free_semantic_v1
32a460b4a9bfe240b573851877f80458c5b6e6720ca56a628d018d0700fc34bd,バルコニー,後方,FC初期,他人名義,確認なし,不明,通常,1,0,qwen_semantic_compact_recovered8,target_free_semantic_v1
32af141d54b3b0e5f6662e33658588ecdad1cf9dae62ad69ffbd4b4b2d3671df,バルコニー,後方,FC初期,不明,確認なし,不明,不明,1,0,qwen_semantic_compact_recovered8,target_free_semantic_v1
32d42dc93fed8b82a952d1a9e3cf9f531c58b0fe6439923994eb8f3110802978,不明,不明,FC初期,不明,不明,番手選択,通常,1,0,qwen15_reused,target_free_semantic_v1
32dd61734912b5d28ed6ac014c238b5f4385d67eb94d2ad689ca6840e86454e8,不明,中列,不明,不明,不明,単独,不明,0,0,qwen_semantic_compact_recovered8,target_free_semantic_v1
32ec9c603118cc6f430a0dbce589b3d913cd47cfb386478a670ed72acde04f18,立見,不明,一般,不明,不明,単独,通常,0,0,qwen15_reused,target_free_semantic_v1
3304fe93189b9bdbe8bef96ed34ceb5e91dd6f5edc5869571c36e255b17aec73,不明,不明,不明,名義変更可,不明,QR譲渡,通常,0,0,qwen15_reused,target_free_semantic_v1
